Id,City,UseYear,RoadWide,RegisterReason,BuildTotalLevel,BuildLevel,PurposeCode,buildRate,UsedState,StallPrice,StallNum,StallAreaSize,TotalAreaSize,RegisterPurpose1,RegisterPurpose2,RegisterPurpose3,landSize,IdenPrice
28,9,43,5,02,4,2,35,0.000000,01,0.000,0,0.00,23.65,7.150000,0.000000,0.000000,10.59,8277500.00
29,1,21,6,01,3,1,35,0.000000,01,0.000,0,0.00,58.69,17.750000,0.000000,0.000000,65.16,5018700.00
30,9,37,4,02,2,1,35,0.000000,01,0.000,0,0.00,21.86,5.840000,0.780000,0.000000,12.88,4494400.00
31,9,7,10,02,14,9,10,32.000000,01,3800000.000,2,9.74,66.77,11.730000,2.000000,6.460000,10.89,29172600.00
32,10,50,6,02,1,1,10,0.000000,04,0.000,0,0.00,14.43,9.530000,0.000000,0.000000,29.95,48664830.00
33,10,47,6,02,2,2,35,0.000000,04,0.000,0,0.00,17.09,9.530000,0.000000,0.000000,29.95,48664830.00
34,10,40,8,01,5,1,30,0.000000,01,0.000,0,0.00,31.34,8.230000,1.250000,0.000000,9.30,17550400.00
35,1,34,12,02,3,1,30,0.000000,01,0.000,0,0.00,82.49,24.290000,0.660000,0.000000,34.79,9898970.00
36,3,9,8,02,4,1,10,0.000000,01,0.000,0,0.00,75.32,21.890000,0.890000,0.000000,37.58,12709080.00
37,1,34,12,02,5,3,11,0.000000,01,0.000,0,0.00,37.43,10.460000,0.870000,0.000000,10.60,3368700.00
38,1,36,4,04,2,1,35,0.000000,01,0.000,0,0.00,26.12,7.900000,0.000000,0.000000,36.32,2832200.00
39,10,37,10,02,4,4,11,0.000000,01,0.000,0,0.00,34.52,8.790000,1.650000,0.000000,12.68,11046400.00
40,4,40,4,02,2,1,35,0.000000,01,0.000,0,0.00,35.39,10.710000,0.000000,0.000000,29.24,6786700.00
41,1,30,8,02,5,1,35,0.000000,04,0.000,0,0.00,95.26,26.380000,2.440000,0.000000,26.02,9051440.00
42,9,35,8,02,2,1,35,0.000000,01,0.000,0,0.00,25.87,6.180000,1.650000,0.000000,19.66,3813010.00
43,1,40,6,02,4,1,35,0.000000,04,0.000,0,0.00,23.14,7.000000,0.000000,0.000000,12.61,2475980.00
44,9,22,8,02,5,2,35,11.000000,01,1000000.000,1,10.00,31.58,7.450000,1.050000,1.060000,13.68,7947600.00
45,4,11,12,04,5,1,10,0.000000,01,0.000,0,0.00,75.25,20.180000,2.580000,0.000000,39.80,21070000.00
46,4,11,12,04,5,1,10,0.000000,01,0.000,0,0.00,75.25,20.180000,2.580000,0.000000,39.80,21070000.00
47,10,24,5,02,17,15,35,14.000000,01,0.000,0,0.00,29.71,6.640000,1.070000,1.280000,3.22,13072400.00
48,4,24,16,02,13,9,35,19.000000,01,0.000,0,0.00,37.42,8.420000,0.710000,2.190000,4.16,5987200.00
49,9,37,6,02,5,1,30,0.000000,01,0.000,0,0.00,29.31,7.730000,1.130000,0.000000,6.57,8793000.00
50,9,46,6,03,4,1,35,0.000000,01,0.000,0,0.00,22.28,6.740000,0.000000,0.000000,8.39,8689200.00
51,9,4,10,02,23,20,35,33.000000,01,2300000.000,1,5.16,31.84,5.660000,0.840000,3.130000,2.45,16946400.00
52,9,23,4,02,6,1,35,11.000000,01,1500000.000,1,5.02,27.54,6.480000,0.920000,0.940000,7.58,12791400.00
53,1,22,7,02,6,5,35,27.000000,04,0.000,0,0.00,31.19,6.380000,0.550000,2.500000,8.32,2963050.00
54,9,42,6,02,4,1,35,0.000000,04,0.000,0,0.00,19.47,5.890000,0.000000,0.000000,5.29,7982700.00
55,1,39,5,03,2,1,35,0.000000,01,0.000,0,0.00,22.76,6.880000,0.000000,0.000000,18.45,4443500.00
56,3,26,6,01,5,3,35,5.000000,01,0.000,0,0.00,27.90,7.030000,0.990000,0.420000,7.50,4380300.00
57,1,31,6,06,2,1,35,0.000000,01,0.000,0,0.00,41.15,11.880000,0.570000,0.000000,23.62,4602200.00
58,9,24,6,02,6,2,35,24.000000,01,800000.000,1,8.48,38.39,7.650000,1.200000,2.760000,7.79,8861900.00
59,1,24,12,02,16,14,35,24.000000,01,0.000,0,0.00,48.79,10.190000,1.010000,3.550000,8.10,5513270.00
60,4,18,6,06,4,1,10,0.000000,01,0.000,0,0.00,61.28,17.120000,1.420000,0.000000,17.24,8579200.00
61,3,51,3,02,1,1,35,0.000000,01,0.000,0,0.00,16.52,5.000000,0.000000,0.000000,39.63,9990100.00
62,1,23,8,06,4,1,10,0.000000,01,0.000,0,0.00,59.29,16.000000,1.940000,0.000000,26.15,12238700.00
63,3,39,6,02,3,1,30,0.000000,01,0.000,0,0.00,38.15,11.540000,0.000000,0.000000,16.05,2062800.00
64,4,21,8,02,4,1,10,0.000000,04,0.000,0,0.00,166.52,47.280000,3.090000,0.000000,64.93,15667100.00
65,1,13,20,02,3,1,10,0.000000,02,0.000,0,0.00,64.68,18.820000,0.740000,0.000000,31.46,18640600.00
66,1,22,6,02,3,1,35,0.000000,01,0.000,0,0.00,48.15,14.010000,0.550000,0.000000,36.75,4703850.00
67,9,45,5,02,4,4,35,0.000000,01,0.000,0,0.00,39.36,11.900000,0.000000,0.000000,12.63,10627200.00
68,3,29,20,02,4,1,35,0.000000,04,0.000,0,0.00,69.49,20.480000,0.540000,0.000000,24.75,17755260.00
69,9,39,6,05,4,1,35,0.000000,01,0.000,0,0.00,38.27,11.580000,0.000000,0.000000,11.95,16073400.00
70,9,23,27,02,12,10,33,28.000000,01,0.000,0,0.00,33.03,6.090000,1.070000,2.830000,2.93,5780250.00
71,1,44,6,02,2,1,11,0.000000,01,0.000,0,0.00,23.72,7.180000,0.000000,0.000000,19.97,3906800.00
72,1,37,12,02,5,1,30,0.000000,01,0.000,0,0.00,32.31,9.770000,0.000000,0.000000,10.38,5169600.00
73,1,17,16,04,14,2,35,29.000000,01,0.000,0,0.00,43.29,8.100000,1.140000,3.850000,7.42,6060600.00
74,4,5,16,02,12,2,35,30.000000,01,1000000.000,1,10.93,47.92,8.680000,1.460000,4.350000,8.07,10584000.00
75,10,43,5,01,4,3,35,0.000000,01,0.000,0,0.00,23.46,6.230000,0.870000,0.000000,7.41,8914800.00
76,4,15,10,04,14,2,35,40.000000,01,0.000,0,0.00,57.10,9.190000,1.190000,6.890000,9.63,5710000.00
77,3,26,25,01,7,6,35,27.000000,01,0.000,0,0.00,36.25,7.700000,0.270000,3.000000,6.24,4350000.00
78,1,37,4,03,3,1,35,0.000000,01,0.000,0,0.00,35.00,10.590000,0.000000,0.000000,21.18,4507000.00
79,1,17,12,02,5,1,10,0.000000,01,0.000,0,0.00,43.13,21.380000,4.700000,0.000000,30.78,11514760.00
80,1,17,12,02,5,1,10,0.000000,01,0.000,0,0.00,43.13,21.380000,4.700000,0.000000,30.78,11514760.00
81,9,26,7,03,16,1,10,2.000000,01,0.000,0,0.00,0.51,6.540000,1.200000,0.180000,3.45,8400000.00
82,9,26,7,03,16,3,35,2.000000,01,0.000,0,0.00,8.24,6.540000,1.200000,0.180000,3.45,8400000.00
83,9,26,7,03,16,3,35,2.000000,01,0.000,0,0.00,8.24,6.540000,1.200000,0.180000,3.45,8400000.00
84,9,26,7,03,16,1,10,2.000000,01,0.000,0,0.00,0.51,6.540000,1.200000,0.180000,3.45,8400000.00
85,9,26,7,03,16,3,35,2.000000,01,0.000,0,0.00,8.24,6.540000,1.200000,0.180000,3.45,8400000.00
86,9,26,7,03,16,1,10,2.000000,01,0.000,0,0.00,0.51,6.540000,1.200000,0.180000,3.45,8400000.00
87,1,43,5,02,2,1,11,0.000000,02,0.000,0,0.00,48.22,14.590000,0.000000,0.000000,45.67,11201900.00
88,9,41,5,06,4,4,35,0.000000,01,0.000,0,0.00,25.71,7.780000,0.000000,0.000000,9.98,8227200.00
89,10,37,8,02,7,4,35,5.000000,04,0.000,0,0.00,33.58,8.290000,1.410000,0.460000,6.17,17125800.00
90,1,26,15,02,8,5,35,17.000000,01,485000.000,1,5.02,29.76,6.600000,0.940000,1.490000,4.95,4220000.00
91,1,26,15,02,8,1,10,17.000000,01,0.000,0,0.00,0.12,6.600000,0.940000,1.490000,4.95,4220000.00
92,1,43,6,02,2,1,35,0.000000,01,0.000,0,0.00,33.87,10.250000,0.000000,0.000000,20.97,2651880.00
93,1,39,6,02,2,1,10,0.000000,01,0.000,0,0.00,27.47,8.310000,0.000000,0.000000,22.84,4157500.00
94,3,40,8,01,2,1,30,0.000000,01,0.000,0,0.00,38.40,11.620000,0.000000,0.000000,32.37,18072300.00
95,3,24,10,02,16,1,34,99.000000,01,1300000.000,1,10.01,10.01,9.740000,1.220000,1451.280000,6.50,7526560.00
96,3,24,10,02,14,7,35,99.000000,01,0.000,0,0.00,45.12,9.740000,1.220000,1451.280000,6.50,7526560.00
97,10,40,8,02,4,1,10,0.000000,01,0.000,0,0.00,43.32,12.100000,1.000000,0.000000,20.27,8664000.00
98,3,20,6,02,10,4,35,17.000000,01,500000.000,1,4.44,34.92,8.610000,0.870000,1.960000,8.03,4658000.00
99,3,20,6,02,1,1,26,17.000000,01,0.000,0,0.00,2.88,8.610000,0.870000,1.960000,8.03,4658000.00
100,9,24,13,02,10,8,35,29.000000,01,0.000,0,0.00,31.40,5.920000,0.850000,2.730000,4.34,8635000.00
101,1,45,30,02,3,1,30,0.000000,01,0.000,0,0.00,30.63,9.260000,0.000000,0.000000,12.10,5628780.00
102,3,22,9,06,5,2,35,17.000000,01,0.000,0,0.00,24.34,5.420000,0.670000,1.270000,5.10,3164200.00
103,10,44,15,02,4,2,35,0.000000,01,0.000,0,0.00,23.12,6.990000,0.000000,0.000000,7.56,9479200.00
104,3,28,12,02,5,1,35,0.000000,01,0.000,0,0.00,175.29,47.890000,5.140000,0.000000,49.00,23982250.00
105,1,24,5,02,5,1,10,4.000000,01,0.000,0,0.28,0.28,11.070000,1.230000,0.560000,17.48,7003750.00
106,1,24,5,02,5,2,35,4.000000,01,1300000.000,2,15.81,42.25,11.070000,1.230000,0.560000,17.48,7003750.00
107,9,14,18,06,9,5,35,5.000000,01,1200000.000,1,5.86,26.57,17.780000,1.890000,1.030000,18.08,28695800.00
108,9,14,18,06,9,5,35,5.000000,01,1500000.000,1,9.95,41.84,17.780000,1.890000,1.030000,18.08,28695800.00
109,10,39,6,02,7,2,35,3.000000,01,0.000,0,0.00,55.42,13.400000,2.810000,0.560000,10.44,37131400.00
110,1,9,10,02,3,1,35,0.000000,01,0.000,0,0.00,75.99,19.920000,3.060000,0.000000,55.69,12077010.00
111,9,9,22,02,15,3,35,28.000000,01,1300000.000,1,0.00,38.51,7.490000,0.920000,3.230000,5.78,10927500.00
112,10,43,8,01,4,2,10,0.000000,01,0.000,0,0.00,28.22,8.540000,0.000000,0.000000,9.71,16367600.00
113,9,41,5,02,4,1,35,0.000000,01,0.000,0,0.00,20.27,6.130000,0.000000,0.000000,5.29,7297200.00
114,9,9,15,02,16,16,10,31.000000,01,1400000.000,1,12.32,38.84,6.730000,1.390000,3.630000,4.96,14994000.00
115,1,26,8,02,5,4,35,0.000000,01,700000.000,1,6.42,23.88,5.620000,1.610000,0.000000,7.42,3804400.00
116,1,28,10,02,3,1,30,0.000000,01,0.000,0,0.00,49.05,13.820000,1.020000,0.000000,23.29,4885250.00
117,9,21,16,02,19,11,35,28.000000,01,2000000.000,1,7.54,34.47,6.490000,1.000000,2.940000,3.41,18200900.00
118,4,14,16,01,4,1,10,0.000000,01,0.000,0,0.00,129.50,36.080000,3.090000,0.000000,62.68,24735000.00
119,9,21,16,02,12,1,11,7.000000,04,0.000,0,0.00,29.60,8.290000,0.000000,0.670000,4.70,14859200.00
120,3,20,6,02,8,6,35,20.000000,01,600000.000,1,4.03,31.96,6.790000,0.950000,1.930000,6.15,5394000.00
121,1,6,6,01,3,1,35,0.000000,02,0.000,0,0.00,108.70,31.300000,1.580000,0.000000,90.42,27387800.00
122,3,34,20,02,2,1,30,0.000000,01,0.000,0,0.00,37.71,10.400000,1.010000,0.000000,25.42,16759030.00
123,1,22,40,06,24,17,35,23.000000,04,600000.000,1,4.01,27.34,5.380000,0.960000,1.940000,2.47,4154200.00
124,9,42,14,02,4,3,35,0.000000,01,0.000,0,0.00,23.90,7.230000,0.000000,0.000000,6.43,6692000.00
125,4,16,8,04,14,8,35,36.000000,01,0.000,0,0.00,50.37,8.490000,1.230000,5.530000,6.75,6044400.00
126,9,33,5,02,5,5,35,0.000000,01,0.000,0,0.00,37.74,9.980000,1.440000,0.000000,10.11,6793200.00
127,1,21,10,02,4,1,30,0.000000,01,0.000,0,0.00,65.08,19.690000,0.000000,0.000000,31.48,5450920.00
128,9,9,12,02,4,1,10,25.000000,01,0.000,0,0.00,100.28,19.570000,3.040000,7.730000,25.69,23064400.00
129,4,15,12,04,12,6,35,24.000000,04,0.000,0,0.00,24.92,4.980000,0.760000,1.790000,4.31,6230000.00
130,9,11,11,06,19,1,34,15.000000,04,1800000.000,1,14.46,52.08,12.930000,0.440000,2.380000,5.01,31173120.00
131,1,36,24,02,3,1,30,0.000000,01,0.000,0,0.00,53.09,16.060000,0.000000,0.000000,28.36,7035550.00
132,1,14,10,02,4,1,30,0.000000,01,0.000,0,0.00,56.09,14.590000,2.380000,0.000000,23.72,10519920.00
133,3,24,12,02,7,3,24,29.000000,01,0.000,0,0.00,47.44,8.980000,1.170000,4.210000,11.81,4649120.00
134,1,23,6,02,3,1,35,0.000000,01,0.000,0,0.00,37.34,10.900000,0.390000,0.000000,24.68,2896520.00
135,9,6,8,02,14,7,10,29.000000,04,0.000,0,0.00,22.23,4.310000,0.460000,1.950000,2.34,7335900.00
136,9,20,8,06,23,14,35,27.000000,01,0.000,0,0.00,30.46,5.970000,0.800000,2.450000,3.88,9899500.00
137,3,23,10,02,7,2,35,20.000000,01,300000.000,1,1.53,30.54,6.190000,1.190000,1.860000,4.43,3964800.00
138,1,22,6,02,8,3,35,17.000000,01,400000.000,1,4.48,31.54,6.660000,1.240000,1.650000,6.01,2765500.00
139,4,23,6,06,11,1,35,37.000000,01,0.000,0,0.00,38.31,6.770000,0.580000,4.240000,5.83,4980300.00
140,1,5,20,02,3,1,10,0.000000,01,0.000,0,0.00,51.99,14.450000,1.280000,0.000000,45.17,7360240.00
141,1,27,5,02,3,1,35,0.000000,01,0.000,0,0.00,50.67,12.030000,3.300000,0.000000,22.99,4126890.00
142,1,31,5,04,3,1,35,0.000000,01,0.000,0,0.00,39.55,11.960000,0.000000,0.000000,22.39,2582200.00
143,3,26,18,02,4,1,30,0.000000,04,0.000,0,0.00,68.39,17.830000,2.860000,0.000000,21.41,12551530.00
144,4,20,20,02,14,7,35,22.000000,01,0.000,0,0.00,33.82,6.840000,1.140000,2.250000,3.40,4396600.00
145,3,24,8,02,3,1,10,0.000000,01,0.000,0,0.00,57.15,16.460000,0.830000,0.000000,25.76,9013450.00
146,10,33,4,02,5,2,35,10.000000,01,0.000,0,0.00,32.85,7.840000,1.120000,0.980000,9.51,12483000.00
147,3,6,14,02,4,1,35,0.000000,04,0.000,0,0.00,60.76,17.770000,0.610000,0.000000,24.20,8058720.00
148,10,24,8,02,16,13,35,20.000000,04,0.000,0,0.00,51.31,11.150000,1.260000,3.120000,9.73,28220500.00
149,10,40,16,02,5,5,35,0.000000,01,0.000,0,0.00,31.04,8.950000,0.440000,0.000000,6.40,14588800.00
150,10,33,11,01,7,4,35,4.000000,04,0.000,0,0.00,40.26,10.320000,1.360000,0.500000,8.49,26169000.00
151,3,8,12,02,18,18,35,99.000000,01,800000.000,1,4.32,30.82,5.440000,0.780000,1000.330000,2.71,8196800.00
152,4,32,8,01,2,1,35,0.000000,01,0.000,0,0.00,38.31,11.590000,0.000000,0.000000,36.55,8807200.00
153,4,31,6,02,4,1,35,0.000000,01,0.000,0,0.00,90.10,27.260000,0.000000,0.000000,64.59,18595400.00
154,4,26,6,02,3,1,35,0.000000,01,0.000,0,0.00,45.45,12.250000,1.490000,0.000000,24.73,5280200.00
155,10,32,12,02,5,2,35,10.000000,01,0.000,0,0.00,32.19,7.760000,1.040000,0.930000,11.02,13841700.00
156,1,20,12,02,14,5,35,23.000000,01,1000000.000,1,5.13,34.76,6.790000,1.360000,2.370000,2.81,5866400.00
157,9,40,10,02,5,2,35,0.000000,70,0.000,0,0.00,35.39,10.710000,0.000000,0.000000,8.94,9732250.00
158,10,18,30,02,14,8,34,28.000000,01,1500000.000,1,5.90,48.00,9.210000,1.180000,4.130000,6.07,38460000.00
159,10,41,15,06,5,4,35,0.000000,01,0.000,0,0.00,30.47,8.680000,0.540000,0.000000,9.46,13559150.00
160,3,37,20,02,5,3,35,17.000000,01,0.000,0,0.00,26.32,6.640000,0.000000,1.320000,7.79,4474400.00
161,9,31,4,02,5,4,35,10.000000,01,0.000,0,0.00,42.75,10.410000,1.260000,1.260000,11.04,13252500.00
162,3,6,8,01,3,1,35,0.000000,01,0.000,0,0.00,89.52,27.080000,0.000000,0.000000,66.80,17163900.00
163,9,14,18,06,9,5,35,5.000000,01,1200000.000,1,5.86,26.57,17.780000,1.890000,1.030000,18.08,28353750.00
164,9,14,18,06,9,5,35,5.000000,01,1500000.000,1,9.95,41.84,17.780000,1.890000,1.030000,18.08,28353750.00
165,9,52,7,02,2,1,35,0.000000,01,0.000,0,0.00,29.77,9.000000,0.000000,0.000000,15.72,11505370.00
166,9,12,8,02,7,5,35,22.000000,01,0.000,0,0.00,36.69,7.790000,0.830000,2.490000,13.66,11740800.00
167,1,24,8,02,4,1,35,0.000000,01,0.000,0,0.00,62.56,17.450000,1.480000,0.000000,30.33,5524680.00
168,4,31,6,04,2,1,35,0.000000,01,0.000,0,0.00,43.77,13.240000,0.000000,0.000000,29.29,12005600.00
169,1,26,8,01,2,1,30,0.000000,01,0.000,0,0.00,42.82,12.540000,0.410000,0.000000,31.72,4688160.00
170,1,13,12,02,13,3,35,31.000000,01,1000000.000,1,4.96,48.49,8.920000,1.220000,4.530000,7.12,8758400.00
171,10,32,8,01,7,3,34,2.000000,01,0.000,0,0.00,37.40,10.060000,1.030000,0.230000,6.69,16830000.00
172,9,14,26,02,16,4,35,29.000000,01,1300000.000,1,12.99,44.44,8.570000,0.940000,3.930000,6.10,11965600.00
173,1,24,6,02,4,1,35,0.000000,01,0.000,0,0.00,76.50,22.440000,0.700000,0.000000,67.66,7834280.00
174,10,33,6,02,4,1,35,0.000000,01,0.000,0,0.00,80.48,16.370000,7.980000,0.000000,41.23,31387200.00
175,4,31,6,02,2,1,35,0.000000,01,0.000,0,0.00,64.80,18.930000,0.670000,0.000000,48.70,9575000.00
176,1,33,4,02,3,1,11,0.000000,01,0.000,0,0.00,21.11,4.950000,1.440000,0.000000,12.10,2884420.00
177,3,9,10,02,3,1,35,0.000000,01,0.000,0,0.00,46.99,11.930000,2.290000,0.000000,30.73,10731630.00
178,9,24,30,02,24,14,35,7.000000,01,0.000,0,0.00,31.34,7.930000,0.900000,0.650000,2.47,9402000.00
179,9,5,8,02,15,12,10,32.000000,01,1500000.000,1,5.83,45.67,7.570000,1.820000,4.420000,8.37,13145850.00
180,3,25,10,02,4,1,35,0.000000,01,0.000,0,0.00,67.10,18.540000,1.760000,0.000000,29.95,7269800.00
181,4,40,6,02,1,1,35,0.000000,01,0.000,0,0.00,15.56,4.710000,0.000000,0.000000,19.09,2757600.00
182,1,25,4,02,3,1,35,0.000000,01,0.000,0,0.00,48.87,13.400000,1.380000,0.000000,27.61,4583820.00
183,9,37,7,02,2,1,35,0.000000,04,0.000,0,0.00,45.43,11.050000,2.700000,0.000000,52.47,11791010.00
184,3,27,12,05,7,1,20,14.000000,04,500000.000,1,5.82,0.00,6.690000,1.390000,1.290000,6.78,3596000.00
185,3,27,12,05,7,2,35,14.000000,04,0.000,0,0.00,30.96,6.690000,1.390000,1.290000,6.78,3596000.00
186,9,33,5,02,2,1,35,0.000000,01,0.000,0,0.00,41.16,9.230000,3.220000,0.000000,31.10,22323360.00
187,3,15,6,02,3,1,35,0.000000,01,0.000,0,0.00,45.44,12.590000,1.150000,0.000000,40.74,6646860.00
188,9,31,7,05,2,1,35,0.000000,01,0.000,0,0.00,71.97,16.850000,4.930000,0.000000,123.12,13607460.00
189,3,27,10,02,12,5,35,14.000000,01,1100000.000,1,7.90,45.10,10.300000,1.380000,1.960000,9.10,7865000.00
190,9,36,16,02,5,1,30,0.000000,04,0.000,0,0.00,8.32,7.200000,0.360000,0.000000,6.66,22214400.00
191,9,36,16,02,5,1,30,0.000000,04,0.000,0,0.00,8.32,7.200000,0.360000,0.000000,6.66,22214400.00
192,9,36,16,02,5,1,30,0.000000,04,0.000,0,0.00,8.32,7.200000,0.360000,0.000000,6.66,22214400.00
193,3,20,6,02,4,1,35,0.000000,01,0.000,0,0.00,55.03,15.270000,1.380000,0.000000,37.93,6974470.00
194,9,44,6,02,4,4,35,0.000000,04,0.000,0,0.00,22.73,6.870000,0.000000,0.000000,6.71,3864100.00
195,9,17,10,02,13,8,35,30.000000,04,0.000,0,0.00,17.01,3.040000,0.570000,1.540000,1.51,5103000.00
196,9,34,5,06,5,2,35,0.000000,01,0.000,0,0.00,25.54,6.950000,0.780000,0.000000,6.72,8172800.00
197,9,24,8,02,9,8,35,20.000000,04,0.000,0,0.00,25.98,5.410000,0.890000,1.560000,4.49,5845500.00
198,1,8,20,02,15,2,35,31.000000,01,900000.000,1,4.56,37.62,6.910000,0.990000,3.480000,4.55,6354900.00
199,1,40,4,02,5,1,35,0.000000,01,0.000,0,0.00,24.90,7.530000,0.000000,0.000000,10.57,2490000.00
200,9,24,12,02,12,4,35,18.000000,01,1200000.000,1,10.97,41.83,9.390000,1.000000,2.270000,3.90,15003900.00
201,1,44,10,06,3,1,11,0.000000,01,0.000,0,0.00,46.16,13.960000,0.000000,0.000000,22.08,7547200.00
202,9,24,8,02,16,9,35,8.000000,04,0.000,0,0.00,26.96,6.520000,0.950000,0.690000,3.14,8896800.00
203,1,39,6,02,7,6,35,0.000000,01,0.000,0,0.00,27.59,8.350000,0.000000,0.000000,7.81,2759000.00
204,10,15,6,02,9,3,10,39.000000,04,0.000,0,0.00,41.25,6.880000,0.740000,4.860000,21.29,12375000.00
205,1,39,8,04,5,1,11,0.000000,01,0.000,0,0.00,26.89,7.570000,0.570000,0.000000,9.98,4302400.00
206,3,30,6,01,5,1,35,0.000000,04,0.000,0,0.00,239.42,63.000000,9.420000,0.000000,73.82,28682560.00
207,3,34,18,02,3,1,30,0.000000,04,0.000,0,0.00,50.08,14.550000,0.600000,0.000000,16.64,4844960.00
208,9,47,4,06,2,1,35,0.000000,01,0.000,0,0.00,21.36,6.460000,0.000000,0.000000,12.40,7670800.00
209,1,26,4,01,4,1,35,0.000000,01,0.000,0,0.00,43.41,12.410000,0.720000,0.000000,25.42,5021050.00
210,9,41,12,06,4,3,35,0.000000,01,0.000,0,0.00,26.02,7.870000,0.000000,0.000000,9.17,5464200.00
211,4,21,8,02,8,3,35,29.000000,01,800000.000,1,8.00,33.61,6.350000,0.880000,2.930000,6.80,4497100.00
212,9,26,8,02,22,12,34,23.000000,01,0.000,0,0.00,43.14,8.170000,1.900000,2.980000,3.36,13804800.00
213,1,39,4,02,4,1,11,0.000000,01,0.000,0,0.00,46.24,13.990000,0.000000,0.000000,27.41,5858600.00
214,3,24,10,02,17,12,35,19.000000,01,1000000.000,1,6.19,53.15,11.290000,1.740000,3.050000,5.57,10354400.00
215,9,38,8,06,4,2,35,0.000000,01,0.000,0,0.00,21.13,6.390000,0.000000,0.000000,12.25,2958200.00
216,1,46,5,02,2,1,35,0.000000,01,0.000,0,0.00,26.44,8.000000,0.000000,0.000000,28.44,5932400.00
217,4,47,12,02,5,1,10,0.000000,04,0.000,0,0.00,120.16,34.480000,1.870000,0.000000,27.23,13407600.00
218,1,25,40,04,24,3,35,9.000000,01,400000.000,1,3.58,40.44,9.730000,1.380000,1.130000,3.35,4039600.00
219,9,38,4,02,5,2,35,0.000000,04,0.000,0,0.00,30.02,9.080000,0.000000,0.000000,8.92,9156100.00
220,9,34,8,02,5,2,35,0.000000,01,0.000,0,0.00,31.19,8.120000,1.320000,0.000000,9.54,10292700.00
