ID,BuildPurpose,PurposeItem,CityItem,AreaItem,BuildMaterial,MaterialItem,PublicArea,BuildType,BuildComDate,BuildLayer,AplraiseUnitValue,Item,AdjBuildArea,AplraiseValue,RecStat,DebtPerc
1906,P,停車空間,台中市,西屯區,4,鋼筋混凝土造,2.43,R2,1991/10/3 上午 12:00:00,B2,0,,,7132000,1,69
1907,A,住家用,台中市,西屯區,6,磚造,,R5,1972/2/28 上午 12:00:00,999,0,,,42350000,1,9
1908,F,住商用,台中市,西屯區,4,鋼筋混凝土造,14.89,R2,1993/4/19 上午 12:00:00,1月2日,178000,陽台,0.67,8849320,1,62
1909,A,住家用,台中市,西屯區,4,鋼筋混凝土造,18.27,R2,2003/12/25 上午 12:00:00,12,260000,其他,3.18,11885400,1,60
1910,A,住家用,台中市,西屯區,8,加強磚造,,R5,1978/11/1 上午 12:00:00,999,8000,,,18183760,1,32
1911,A,住家用,台中市,西屯區,4,鋼筋混凝土造,17.46,R2,1997/4/8 上午 12:00:00,7,170000,其他,2.33,7734800,1,46
1912,A,住家用,台中市,西屯區,4,鋼筋混凝土造,3.74,R2,1993/2/16 上午 12:00:00,4,120000,其他,1.83,3225600,1,22
1913,F,住商用,台中市,西屯區,4,鋼筋混凝土造,12.88,R2,2006/6/15 上午 12:00:00,1月2日,424000,,,11845600,1,70
1914,A,住家用,台中市,西屯區,4,鋼筋混凝土造,6.11,R2,1991/5/22 上午 12:00:00,5,152000,其他,5.62,6642400,1,20
1915,Z,見其它登記事項,台中市,西屯區,4,鋼筋混凝土造,2.43,R2,1991/10/3 上午 12:00:00,B1,150000,,,7132000,1,69
1916,A,住家用,台中市,西屯區,4,鋼筋混凝土造,4.97,R2,1993/8/30 上午 12:00:00,2,160000,其他,4.48,5679200,1,67
1917,Z,見其它登記事項,台中市,西屯區,4,鋼筋混凝土造,10.48,R2,1995/5/26 上午 12:00:00,1,154000,其他,2.06,6604300,1,70
1918,F,住商用,台中市,西屯區,8,加強磚造,,R5,1983/1/15 上午 12:00:00,999,11000,陽台,1.56,10454450,1,20
1919,A,住家用,台中市,西屯區,4,鋼筋混凝土造,0.62,R5,2007/2/12 上午 12:00:00,999,42000,其他,14,19789440,1,34
1920,F,住商用,台中市,西屯區,4,鋼筋混凝土造,,R5,1983/6/9 上午 12:00:00,999,17000,陽台,4.38,17354420,1,32
1921,Z,見其它登記事項,台中市,西屯區,4,鋼筋混凝土造,14.79,R2,1996/9/23 上午 12:00:00,4,125000,其他,2.99,4968750,1,33
1922,A,住家用,台中市,西屯區,4,鋼筋混凝土造,3.03,R1,1986/5/29 上午 12:00:00,2,140000,其他,2.98,3785600,1,57
1923,A,住家用,台中市,西屯區,4,鋼筋混凝土造,4.36,R1,1982/4/22 上午 12:00:00,3,170000,,,4474400,1,70
1924,A,住家用,台中市,西屯區,4,鋼筋混凝土造,10.48,R2,1995/5/26 上午 12:00:00,5,154000,陽台,4.27,6604300,1,70
1925,Z,見其它登記事項,台中市,西屯區,4,鋼筋混凝土造,,R5,2004/9/10 上午 12:00:00,999,38000,其他,3.86,8527460,1,13
1926,A,住家用,台中市,西屯區,4,鋼筋混凝土造,,R1,1984/10/5 上午 12:00:00,4,140000,陽台,2.59,4617200,1,47
1927,L,國民住宅,台中市,西屯區,4,鋼筋混凝土造,14.79,R2,1996/9/23 上午 12:00:00,1,130000,其他,2.75,5437900,1,70
1928,A,住家用,台中市,西屯區,4,鋼筋混凝土造,8.41,R2,1991/4/19 上午 12:00:00,5,,其他,3.97,10838400,1,63
1929,A,住家用,台中市,西屯區,4,鋼筋混凝土造,1.28,R1,1986/5/13 上午 12:00:00,3,125000,陽台,1.19,3001250,1,60
1930,F,住商用,台中市,西屯區,4,鋼筋混凝土造,,R5,1994/4/7 上午 12:00:00,999,28000,其他,15.4,12752460,1,69
1931,A,住家用,台中市,西屯區,4,鋼筋混凝土造,17.46,R2,1997/4/8 上午 12:00:00,7,170000,其他,2.33,7734800,1,46
1932,A,住家用,台中市,西屯區,4,鋼筋混凝土造,8.43,R2,1992/5/28 上午 12:00:00,11,185000,陽台,4.77,9873450,1,53
1933,F,住商用,台中市,西屯區,4,鋼筋混凝土造,,R5,1987/12/2 上午 12:00:00,B1-4,23000,其他,8.65,11917540,1,48
1934,A,住家用,台中市,西屯區,4,鋼筋混凝土造,11.08,R2,1990/9/5 上午 12:00:00,3,130000,其他,1.91,5240300,1,37
1935,A,住家用,台中市,西屯區,4,鋼筋混凝土造,21,R2,2003/11/4 上午 12:00:00,5月6日,144000,陽台,3.62,7989120,1,38
1936,Z,見其它登記事項,台中市,西屯區,4,鋼筋混凝土造,1.24,R5,2001/12/27 上午 12:00:00,999,35000,其他,3.19,15502250,1,70
1937,F,住商用,台中市,西屯區,4,鋼筋混凝土造,,R5,1981/7/8 上午 12:00:00,999,15000,,,12669700,1,20
1938,F,住商用,台中市,西屯區,4,鋼筋混凝土造,,R5,1987/11/10 上午 12:00:00,999,21000,其他,8.41,12408420,1,70
1939,F,住商用,台中市,西屯區,4,鋼筋混凝土造,,R5,1994/4/7 上午 12:00:00,999,28000,其他,15.4,12752460,1,69
1940,A,住家用,台中市,西屯區,4,鋼筋混凝土造,16.9,R2,1997/11/21 上午 12:00:00,5,160000,陽台,2.16,7064000,1,30
1941,A,住家用,台中市,西屯區,4,鋼筋混凝土造,13.15,R2,1994/6/28 上午 12:00:00,11,160000,,3.81,7672000,,
1942,Z,見其它登記事項,台中市,西屯區,4,鋼筋混凝土造,15.71,R2,1994/12/1 上午 12:00:00,B2,0,,,7264900,1,30
1943,J,共用部份,台中市,西屯區,4,鋼筋混凝土造,8.43,R2,1992/5/28 上午 12:00:00,B2,185000,,,9873450,1,53
1944,F,住商用,台中市,西屯區,4,鋼筋混凝土造,,R5,1981/9/11 上午 12:00:00,999,15000,,,12312300,1,17
1945,A,住家用,台中市,西屯區,4,鋼筋混凝土造,14.79,R2,1990/12/13 上午 12:00:00,3,172000,其他,5.23,9018120,1,75
1946,A,住家用,台中市,西屯區,4,鋼筋混凝土造,15.71,R2,1994/12/1 上午 12:00:00,13,130000,其他,4.09,7264900,1,30
1947,A,住家用,台中市,西屯區,4,鋼筋混凝土造,,R1,1983/10/4 上午 12:00:00,1,115000,其他,1.93,3872050,1,37
1948,A,住家用,台中市,西屯區,4,鋼筋混凝土造,13.63,R2,2002/1/28 上午 12:00:00,6,250000,其他,4.77,12190000,1,47
1949,F,住商用,台中市,西屯區,8,加強磚造,,R5,1972/3/15 上午 12:00:00,999,10000,,,58869900,1,53
1950,A,住家用,台中市,南屯區,4,鋼筋混凝土造,8.24,R2,1993/3/31 上午 12:00:00,2,190000,其他,3.13,7958000,1,32
1951,A,住家用,台中市,南屯區,4,鋼筋混凝土造,18.79,R2,2005/1/17 上午 12:00:00,7,250000,陽台,3.41,11875000,,
1952,A,住家用,台中市,南屯區,4,鋼筋混凝土造,5.81,R2,1991/1/28 上午 12:00:00,1,175000,其他,3.27,6443750,1,23
1953,A,住家用,台中市,南屯區,4,鋼筋混凝土造,23.29,R2,1996/7/12 上午 12:00:00,10,208000,其他,4.34,11616480,1,65
1954,Z,見其它登記事項,台中市,南屯區,4,鋼筋混凝土造,,R5,1997/6/14 上午 12:00:00,1月3日,31000,陽台,5.09,9501970,1,53
1955,Z,見其它登記事項,台中市,南屯區,4,鋼筋混凝土造,,R4,1998/4/4 上午 12:00:00,999,33000,其他,9.51,38168590,1,25
1956,A,住家用,台中市,南屯區,8,加強磚造,,R5,1980/5/12 上午 12:00:00,999,9000,,,5982760,1,35
1957,F,住商用,台中市,南屯區,4,鋼筋混凝土造,,R5,1982/8/9 上午 12:00:00,999,17000,其他,5.4,30915270,1,29
1958,A,住家用,台中市,南屯區,4,鋼筋混凝土造,14.4,R2,1995/4/1 上午 12:00:00,14,149000,其他,3.55,6983500,1,40
1959,F,住商用,台中市,南屯區,4,鋼筋混凝土造,,R5,1984/12/28 上午 12:00:00,999,20000,其他,9.37,20772600,1,44
1960,A,住家用,台中市,南屯區,4,鋼筋混凝土造,,R5,1995/7/13 上午 12:00:00,999,31000,其他,16.15,21815970,1,17
1961,Z,見其它登記事項,台中市,南屯區,4,鋼筋混凝土造,11.76,R2,1992/8/12 上午 12:00:00,B1,160000,,,6182400,1,53
1962,A,住家用,台中市,南屯區,4,鋼筋混凝土造,11.93,R2,1996/7/12 上午 12:00:00,9,173000,其他,4.28,9182190,1,35
1963,F,住商用,台中市,南屯區,8,加強磚造,,R5,1990/1/6 上午 12:00:00,999,19000,其他,4.33,8218290,1,25
1964,A,住家用,台中市,南屯區,4,鋼筋混凝土造,14.4,R2,1995/4/1 上午 12:00:00,14,128000,其他,3.55,6012000,1,47
1965,A,住家用,台中市,南屯區,4,鋼筋混凝土造,13.23,R2,1998/9/15 上午 12:00:00,2,220000,陽台,4.25,9057200,1,26
1966,A,住家用,台中市,南屯區,4,鋼筋混凝土造,26.8,R2,1994/7/21 上午 12:00:00,24,200000,其他,23.76,21224000,1,38
1967,A,住家用,台中市,南屯區,4,鋼筋混凝土造,17.28,R2,2006/2/22 上午 12:00:00,8,235000,其他,3.38,9887950,1,70
1968,A,住家用,台中市,南屯區,4,鋼筋混凝土造,11.76,R2,1992/8/12 上午 12:00:00,4,160000,其他,4.23,6182400,1,53
1969,P,停車空間,台中市,南屯區,4,鋼筋混凝土造,5.33,R2,1992/6/16 上午 12:00:00,B3,0,,,12270950,1,16
1970,A,住家用,台中市,南屯區,4,鋼筋混凝土造,2.72,R2,1994/8/25 上午 12:00:00,6,102000,陽台,4.27,3420060,1,22
1971,A,住家用,台中市,南屯區,4,鋼筋混凝土造,17.85,R2,2001/6/29 上午 12:00:00,1,240000,陽台,5.26,13742800,1,43
1972,A,住家用,台中市,南屯區,4,鋼筋混凝土造,13.02,R2,1994/9/24 上午 12:00:00,7,145000,陽台,4.07,7309450,1,46
1973,A,住家用,台中市,南屯區,4,鋼筋混凝土造,11.12,R2,1998/9/3 上午 12:00:00,13,210000,其他,4.18,7752900,1,41
1974,P,停車空間,台中市,南屯區,4,鋼筋混凝土造,5.81,R2,1991/1/28 上午 12:00:00,B1,0,,,6443750,1,23
1975,P,停車空間,台中市,南屯區,4,鋼筋混凝土造,5.81,R2,1991/1/28 上午 12:00:00,B1,0,,,6443750,1,23
1976,A,住家用,台中市,南屯區,4,鋼筋混凝土造,8.51,R2,1995/4/1 上午 12:00:00,6,150000,其他,4.6,5102000,1,65
1977,A,住家用,台中市,南屯區,4,鋼筋混凝土造,17.28,R2,2006/2/22 上午 12:00:00,8,235000,其他,3.38,9887950,1,70
1978,A,住家用,台中市,南屯區,4,鋼筋混凝土造,5.81,R2,1991/1/28 上午 12:00:00,1,175000,其他,3.27,6443750,1,23
1979,F,住商用,台中市,南屯區,8,加強磚造,,R5,1984/10/16 上午 12:00:00,1月2日,15000,陽台,2.34,13647450,1,10
1980,L,國民住宅,台中市,南屯區,4,鋼筋混凝土造,12.57,R2,1994/9/24 上午 12:00:00,13,140000,陽台,4.07,6834800,1,30
1981,Z,見其它登記事項,台中市,南屯區,4,鋼筋混凝土造,16.25,R2,1995/3/21 上午 12:00:00,2,136000,其他,3.24,6944160,1,9
1982,Z,見其它登記事項,台中市,南屯區,4,鋼筋混凝土造,0.95,R5,2000/3/1 上午 12:00:00,999,42500,陽台,5.73,18084150,1,49
1983,B,商業用,台中市,南屯區,4,鋼筋混凝土造,5.33,R2,1992/6/16 上午 12:00:00,5,155000,其他,20.25,12270950,1,16
1984,Z,見其它登記事項,台中市,南屯區,4,鋼筋混凝土造,12.57,R2,1994/9/24 上午 12:00:00,1,140000,,,6834800,1,30
1985,A,住家用,台中市,南屯區,4,鋼筋混凝土造,7.24,R2,1992/11/25 上午 12:00:00,1,130000,,,3868800,1,13
1986,A,住家用,台中市,南屯區,4,鋼筋混凝土造,13.5,R2,1993/12/2 上午 12:00:00,10,160000,其他,4.42,6914000,1,16
1987,A,住家用,台中市,南屯區,4,鋼筋混凝土造,7.24,R2,1992/11/25 上午 12:00:00,2,130000,其他,2.92,3868800,1,13
1988,Z,見其它登記事項,台中市,南屯區,4,鋼筋混凝土造,,R5,2014/11/14 上午 12:00:00,999,48000,陽台,3.98,20047840,1,26
1989,A,住家用,台中市,南屯區,4,鋼筋混凝土造,7.99,R2,1995/4/1 上午 12:00:00,14,140000,其他,3.73,4933800,1,62
1990,A,住家用,台中市,南屯區,4,鋼筋混凝土造,12.99,R2,1996/3/2 上午 12:00:00,12,165000,陽台,4.67,6466400,1,34
1991,L,國民住宅,台中市,南屯區,4,鋼筋混凝土造,12.57,R2,1994/9/24 上午 12:00:00,13,140000,陽台,4.07,6834800,1,30
1992,A,住家用,台中市,南屯區,4,鋼筋混凝土造,11.76,R2,1992/8/12 上午 12:00:00,4,160000,其他,4.23,6182400,1,53
1993,A,住家用,台中市,南屯區,4,鋼筋混凝土造,12.94,R2,1993/8/23 上午 12:00:00,6,190000,其他,2.66,8511900,1,35
1994,F,住商用,台中市,南屯區,4,鋼筋混凝土造,6.57,R2,1994/6/16 上午 12:00:00,1月2日,270000,其他,7.04,10373400,1,43
1995,A,住家用,台中市,南屯區,4,鋼筋混凝土造,11.37,R2,1994/9/12 上午 12:00:00,10,182000,陽台,4.7,7698000,1,67
1996,A,住家用,台中市,南屯區,4,鋼筋混凝土造,17.39,R2,1994/11/5 上午 12:00:00,4,140000,其他,5,7586600,1,59
1997,A,住家用,台中市,南屯區,4,鋼筋混凝土造,11.13,R2,1998/9/3 上午 12:00:00,13,205000,其他,4.18,7625450,1,10
1998,Z,見其它登記事項,台中市,南屯區,4,鋼筋混凝土造,13.02,R2,1994/9/24 上午 12:00:00,1,145000,,,7309450,1,46
1999,A,住家用,台中市,南屯區,4,鋼筋混凝土造,18.8,R2,2005/1/17 上午 12:00:00,7,220000,其他,3.41,10030000,1,60
2000,A,住家用,台中市,南屯區,4,鋼筋混凝土造,12.21,R2,2009/9/1 上午 12:00:00,7,185000,陽台,2.77,5879800,1,64
2001,Z,見其它登記事項,台中市,南屯區,4,鋼筋混凝土造,12.57,R2,1994/9/24 上午 12:00:00,1,140000,,,6834800,1,30
2002,Z,見其它登記事項,台中市,南屯區,4,鋼筋混凝土造,14.28,R2,1998/12/18 上午 12:00:00,1,350000,陽台,1.67,13929500,1,47
2003,B,商業用,台中市,南屯區,4,鋼筋混凝土造,16.2,R2,1994/11/5 上午 12:00:00,1月2日,275000,陽台,3.75,16045250,1,56
2004,A,住家用,台中市,南屯區,4,鋼筋混凝土造,17.32,R2,1995/6/9 上午 12:00:00,7,190000,陽台,5.44,10903500,1,36
2005,A,住家用,台中市,南屯區,4,鋼筋混凝土造,11.12,R2,1998/9/3 上午 12:00:00,13,210000,其他,4.18,7752900,1,41
2006,B,商業用,台中市,南屯區,4,鋼筋混凝土造,11.93,R2,1996/7/12 上午 12:00:00,B3,0,,,9182190,1,35
2007,A,住家用,台中市,南屯區,4,鋼筋混凝土造,0.95,R5,2000/3/1 上午 12:00:00,999,36000,陽台,5.73,18594900,1,46
2008,A,住家用,台中市,南屯區,4,鋼筋混凝土造,17.85,R2,2001/6/29 上午 12:00:00,1,240000,陽台,5.26,13742800,1,43
2009,Z,見其它登記事項,台中市,南屯區,4,鋼筋混凝土造,15.32,R5,2005/4/1 上午 12:00:00,B1-5,40000,其他,11.85,27434400,1,64
2010,A,住家用,台中市,南屯區,8,加強磚造,,R5,1982/9/1 上午 12:00:00,999,10000,其他,7.64,21658800,1,16
2011,B,商業用,台中市,南屯區,4,鋼筋混凝土造,23.29,R2,1996/7/12 上午 12:00:00,B2,0,,,11616480,1,65
2012,A,住家用,台中市,南屯區,4,鋼筋混凝土造,29.77,R2,2008/2/26 上午 12:00:00,14,270000,其他,6.93,19599200,1,51
2013,A,住家用,台中市,南屯區,8,加強磚造,,R5,1975/8/6 上午 12:00:00,999,15000,,,9351900,1,60
2014,Z,見其它登記事項,台中市,南屯區,4,鋼筋混凝土造,11.76,R2,1992/8/12 上午 12:00:00,B1,160000,,,6182400,1,53
2015,Z,見其它登記事項,台中市,南屯區,4,鋼筋混凝土造,,R5,2017/3/28 上午 12:00:00,999,53000,陽台,9.63,34638820,1,19
2016,A,住家用,台中市,北屯區,4,鋼筋混凝土造,14.43,R2,1992/10/23 上午 12:00:00,9,145000,其他,3.76,6348850,1,29
2017,A,住家用,台中市,北屯區,4,鋼筋混凝土造,,R5,2004/1/15 上午 12:00:00,999,38000,其他,6.02,11326310,1,70
2018,A,住家用,台中市,北屯區,8,加強磚造,,R5,1975/2/27 上午 12:00:00,999,11400,,,7978826,1,52
2019,A,住家用,台中市,北屯區,8,加強磚造,,R5,1975/2/27 上午 12:00:00,999,11400,,,7978826,1,52
2020,Z,見其它登記事項,台中市,北屯區,4,鋼筋混凝土造,7.38,R2,1992/5/8 上午 12:00:00,B1,128000,,,8614720,1,69
2021,A,住家用,台中市,北屯區,4,鋼筋混凝土造,8.75,R2,1992/7/27 上午 12:00:00,6,130000,陽台,3.2,4388300,1,32
2022,F,住商用,台中市,北屯區,4,鋼筋混凝土造,,R5,1995/12/19 上午 12:00:00,999,31000,其他,4.52,86648420,1,31
2023,A,住家用,台中市,北屯區,8,加強磚造,,R5,1973/1/10 上午 12:00:00,999,0,,,9312300,1,10
2024,A,住家用,台中市,北屯區,4,鋼筋混凝土造,8.26,R2,1994/1/5 上午 12:00:00,3,128000,陽台,6.81,6595360,1,69
2025,A,住家用,台中市,北屯區,4,鋼筋混凝土造,18.29,R2,2006/12/26 上午 12:00:00,5,150000,其他,3.23,6183500,1,51
2026,A,住家用,台中市,北屯區,12,鋼筋混凝土加強磚造,,R5,1973/5/29 上午 12:00:00,999,0,,,19482400,1,37
2027,A,住家用,台中市,北屯區,4,鋼筋混凝土造,12.68,R2,1996/1/20 上午 12:00:00,4,140000,其他,4.19,5981000,1,47
2028,Z,見其它登記事項,台中市,北屯區,4,鋼筋混凝土造,4.6,R5,2000/8/17 上午 12:00:00,999,213000,其他,3.13,18320130,1,31
2029,A,住家用,台中市,北屯區,4,鋼筋混凝土造,8.75,R2,1992/7/27 上午 12:00:00,6,130000,陽台,3.2,4388300,1,53
2030,B,商業用,台中市,北屯區,4,鋼筋混凝土造,18.89,R2,1994/12/10 上午 12:00:00,B1,0,,,7526560,1,54
2031,F,住商用,台中市,北屯區,4,鋼筋混凝土造,,R5,1980/3/21 上午 12:00:00,999,9000,,,7375860,1,15
2032,A,住家用,台中市,北屯區,4,鋼筋混凝土造,5.93,R2,1992/7/27 上午 12:00:00,3,145000,其他,2.14,4067250,1,17
2033,P,停車空間,台中市,北屯區,2,鋼造,16.03,R2,1997/8/27 上午 12:00:00,B1-2,0,,,12168080,1,70
2034,A,住家用,台中市,北屯區,4,鋼筋混凝土造,12.68,R2,1996/1/20 上午 12:00:00,1,140000,,,5981000,1,47
2035,A,住家用,台中市,北屯區,4,鋼筋混凝土造,18.22,R2,1994/12/21 上午 12:00:00,4,130000,陽台,4.25,6447900,1,34
2036,Z,見其它登記事項,台中市,北屯區,4,鋼筋混凝土造,,R5,2002/3/27 上午 12:00:00,999,35000,陽台,14.03,28451550,1,9
2037,Z,見其它登記事項,台中市,北屯區,4,鋼筋混凝土造,16.03,R2,1997/10/1 上午 12:00:00,1月3日,183000,陽台,3.8,12168080,1,70
2038,A,住家用,台中市,北屯區,4,鋼筋混凝土造,5.87,R2,1993/12/24 上午 12:00:00,5,140000,陽台,3.25,4736200,1,24
2039,A,住家用,台中市,北屯區,4,鋼筋混凝土造,11.45,R2,1993/12/1 上午 12:00:00,8,142000,陽台,4.82,6406980,1,10
2040,A,住家用,台中市,北屯區,4,鋼筋混凝土造,12.68,R2,1996/1/20 上午 12:00:00,1,140000,,,5981000,1,47
2041,A,住家用,台中市,北屯區,4,鋼筋混凝土造,,R5,1986/12/30 上午 12:00:00,999,17000,其他,8.03,9040370,1,18
2042,F,住商用,台中市,北屯區,4,鋼筋混凝土造,,R5,1985/12/16 上午 12:00:00,999,22000,陽台,4.4,15132380,1,15
2043,A,住家用,台中市,北屯區,4,鋼筋混凝土造,18.89,R2,1994/12/10 上午 12:00:00,7,138000,陽台,4.02,7526560,1,54
2044,F,住商用,台中市,北屯區,4,鋼筋混凝土造,,R5,1988/9/17 上午 12:00:00,999,24000,陽台,5.71,15121240,1,15
2045,A,住家用,台中市,北屯區,4,鋼筋混凝土造,20.54,R2,1995/11/4 上午 12:00:00,8,158000,其他,3.37,8964780,1,32
2046,A,住家用,台中市,北屯區,4,鋼筋混凝土造,0.62,R2,1992/10/2 上午 12:00:00,1,155000,其他,3.16,4207650,1,36
2047,B,商業用,台中市,北屯區,4,鋼筋混凝土造,10.06,R2,1993/9/4 上午 12:00:00,B1,0,,,6521100,1,56
2048,Z,見其它登記事項,台中市,北屯區,4,鋼筋混凝土造,2.72,R2,1991/5/28 上午 12:00:00,B1,150000,,,3574500,1,39
2049,A,住家用,台中市,北屯區,4,鋼筋混凝土造,12.13,R2,1993/8/31 上午 12:00:00,12,140000,陽台,4.32,6241200,1,20
2050,A,住家用,台中市,北屯區,4,鋼筋混凝土造,2.51,R1,1983/9/19 上午 12:00:00,3,120000,陽台,6.15,5408400,1,20
2051,B,商業用,台中市,北屯區,4,鋼筋混凝土造,11.49,R2,1994/2/8 上午 12:00:00,B1,145000,,,5734500,1,64
2052,P,停車空間,台中市,北屯區,4,鋼筋混凝土造,0.62,R2,1992/10/2 上午 12:00:00,B1,0,,,4207650,1,36
2053,A,住家用,台中市,北屯區,4,鋼筋混凝土造,9.1,R2,1994/7/4 上午 12:00:00,6,152000,陽台,2.38,6452640,1,65
2054,A,住家用,台中市,北屯區,4,鋼筋混凝土造,6.99,R2,1993/8/18 上午 12:00:00,2,130000,陽台,8.08,9191100,1,24
2055,Z,見其它登記事項,台中市,北屯區,4,鋼筋混凝土造,7.38,R2,1992/5/8 上午 12:00:00,B2,0,,,8614720,1,69
2056,A,住家用,台中市,北屯區,4,鋼筋混凝土造,,R5,1989/6/26 上午 12:00:00,999,24000,,,10431440,1,49
2057,A,住家用,台中市,北屯區,4,鋼筋混凝土造,9.05,R2,1989/10/21 上午 12:00:00,6,136000,陽台,3.03,5855040,1,38
2058,F,住商用,台中市,北屯區,4,鋼筋混凝土造,8.52,R2,1995/12/29 上午 12:00:00,1月2日,138000,其他,2.76,6176580,1,65
2059,A,住家用,台中市,北屯區,12,鋼筋混凝土加強磚造,,R5,1973/5/29 上午 12:00:00,999,0,,,19482400,1,48
2060,A,住家用,台中市,北屯區,4,鋼筋混凝土造,10.42,R2,1994/5/12 上午 12:00:00,9,149000,其他,2.94,5342160,1,37
2061,Z,見其它登記事項,台中市,北屯區,4,鋼筋混凝土造,0.34,R5,1999/9/9 上午 12:00:00,2,200000,,,13180000,1,34
2062,A,住家用,台中市,北屯區,4,鋼筋混凝土造,0.34,R5,1999/9/7 上午 12:00:00,999,200000,陽台,4.81,13180000,1,34
2063,Z,見其它登記事項,台中市,北屯區,4,鋼筋混凝土造,16.03,R2,1997/10/1 上午 12:00:00,B1,0,,,12168080,1,70
2064,A,住家用,台中市,北屯區,4,鋼筋混凝土造,2.72,R2,1991/5/28 上午 12:00:00,5,150000,陽台,1.95,3574500,1,39
2065,A,住家用,台中市,北屯區,4,鋼筋混凝土造,12.68,R2,1996/1/20 上午 12:00:00,4,140000,其他,4.19,5981000,1,47
2066,A,住家用,台中市,北屯區,4,鋼筋混凝土造,10.93,R2,1993/8/31 上午 12:00:00,8,150000,陽台,3.67,5656500,1,27
2067,A,住家用,台中市,北屯區,4,鋼筋混凝土造,,R5,1989/6/26 上午 12:00:00,999,24000,,,10431440,1,49
2068,B,商業用,台中市,北屯區,4,鋼筋混凝土造,21.47,R2,1993/3/17 上午 12:00:00,1,130000,其他,2.86,6217900,1,60
2069,A,住家用,台中市,北屯區,4,鋼筋混凝土造,14.43,R2,1992/10/23 上午 12:00:00,9,145000,其他,3.76,6338850,1,38
2070,A,住家用,台中市,北屯區,4,鋼筋混凝土造,7.38,R2,1992/5/8 上午 12:00:00,11月12日,128000,陽台,3.51,8614720,1,69
2071,F,住商用,台中市,北屯區,8,加強磚造,,R5,1979/10/27 上午 12:00:00,999,9000,,,5194990,1,57
2072,A,住家用,台中市,北屯區,4,鋼筋混凝土造,8.36,R2,1995/8/14 上午 12:00:00,8,150000,其他,3.38,4764000,1,53
2073,A,住家用,台中市,北屯區,8,加強磚造,,R5,1985/4/11 上午 12:00:00,999,14000,陽台,7.43,13127540,1,29
2074,A,住家用,台中市,北屯區,4,鋼筋混凝土造,8.27,R2,1995/5/25 上午 12:00:00,5,110000,陽台,1.55,3636600,1,45
