ID,BuildPurpose,PurposeItem,CityItem,AreaItem,BuildMaterial,MaterialItem,PublicArea,BuildType,BuildComDate,BuildLayer,AplraiseUnitValue,Item,AdjBuildArea,AplraiseValue,RecStat,DebtPerc
1711,A,住家用,台中市,東區,4,鋼筋混凝土造,,R5,2006/5/2 上午 12:00:00,999,200000,其他,4.92,17202000,1,12
1712,J,共用部份,台中市,東區,4,鋼筋混凝土造,,R5,2006/4/20 上午 12:00:00,999,200000,,,17202000,1,12
1713,A,住家用,台中市,東區,4,鋼筋混凝土造,10.74,R2,1992/5/8 上午 12:00:00,3,130000,陽台,5.32,6224300,1,52
1714,F,住商用,台中市,東區,4,鋼筋混凝土造,,R5,1989/5/31 上午 12:00:00,999,22000,其他,14.63,17282120,1,21
1715,A,住家用,台中市,東區,4,鋼筋混凝土造,13.98,R2,1994/1/31 上午 12:00:00,3,120000,陽台,3.36,6393600,1,23
1716,A,住家用,台中市,東區,4,鋼筋混凝土造,13.98,R2,1994/1/31 上午 12:00:00,3,120000,陽台,3.36,6393600,1,23
1717,F,住商用,台中市,東區,4,鋼筋混凝土造,,R5,1989/5/31 上午 12:00:00,999,22000,其他,14.63,17282120,1,21
1718,A,住家用,台中市,東區,4,鋼筋混凝土造,6.1,R5,2006/1/11 上午 12:00:00,999,39000,其他,7.83,7607860,1,63
1719,Z,見其它登記事項,台中市,南區,4,鋼筋混凝土造,,R5,1999/8/3 上午 12:00:00,999,34000,其他,5.46,21366100,1,42
1720,A,住家用,台中市,南區,4,鋼筋混凝土造,,R5,2012/1/11 上午 12:00:00,999,47000,陽台,13.32,27744130,1,46
1721,A,住家用,台中市,南區,4,鋼筋混凝土造,8.58,R2,1994/7/11 上午 12:00:00,11,152000,其他,4.26,6588800,1,19
1722,Z,見其它登記事項,台中市,南區,4,鋼筋混凝土造,6.6,R2,1996/3/12 上午 12:00:00,15,169000,陽台,2.71,4285840,1,58
1723,Z,見其它登記事項,台中市,南區,4,鋼筋混凝土造,13.34,R2,1995/11/30 上午 12:00:00,B1,145000,,,5637350,1,72
1724,Z,見其它登記事項,台中市,南區,4,鋼筋混凝土造,12.59,R2,2008/7/28 上午 12:00:00,3,211000,其他,1.88,6688560,1,37
1725,A,住家用,台中市,南區,4,鋼筋混凝土造,15.14,R2,1991/7/25 上午 12:00:00,12,145000,陽台,3.07,8273300,1,70
1726,Z,見其它登記事項,台中市,南區,4,鋼筋混凝土造,12.59,R2,2008/7/28 上午 12:00:00,2,211000,其他,1.88,6688560,1,55
1727,Z,見其它登記事項,台中市,南區,4,鋼筋混凝土造,,R5,2005/8/25 上午 12:00:00,999,210000,陽台,1.75,16424100,1,44
1728,A,住家用,台中市,南區,4,鋼筋混凝土造,12.42,R2,1998/9/30 上午 12:00:00,4,130000,陽台,2.8,6401300,1,59
1729,F,住商用,台中市,南區,4,鋼筋混凝土造,20.76,R2,1998/4/13 上午 12:00:00,1月2日,185000,其他,3.24,10268700,1,35
1730,A,住家用,台中市,南區,4,鋼筋混凝土造,13.34,R2,1995/11/30 上午 12:00:00,12,145000,陽台,2.52,5637350,1,72
1731,A,住家用,台中市,南區,4,鋼筋混凝土造,9.91,R2,1992/9/2 上午 12:00:00,6,120000,陽台,0.9,4350000,1,25
1732,Z,見其它登記事項,台中市,南區,10,鋼骨混凝土造,9.32,R2,1997/9/25 上午 12:00:00,地下二、三層,92000,,,3780800,1,45
1733,P,停車空間,台中市,南區,4,鋼筋混凝土造,1.98,R2,1993/3/31 上午 12:00:00,B2,,,,4792400,1,19
1734,F,住商用,台中市,南區,4,鋼筋混凝土造,,R4,1991/7/17 上午 12:00:00,999,25000,花台,17.59,31277000,1,27
1735,A,住家用,台中市,南區,4,鋼筋混凝土造,10.25,R2,1994/4/20 上午 12:00:00,5,163000,陽台,3.78,6810950,1,56
1736,A,住家用,台中市,南區,4,鋼筋混凝土造,11.53,R2,1997/4/18 上午 12:00:00,5,125000,陽台,4.8,5922500,1,39
1737,Z,見其它登記事項,台中市,南區,4,鋼筋混凝土造,10.28,R2,1996/10/5 上午 12:00:00,B1,140000,,,5197000,1,66
1738,A,住家用,台中市,南區,4,鋼筋混凝土造,10.78,R2,2005/10/11 上午 12:00:00,11,210000,陽台,2.47,6481300,1,70
1739,A,住家用,台中市,南區,4,鋼筋混凝土造,19.73,R2,2016/10/14 上午 12:00:00,8,250000,其他,3.73,11502500,1,22
1740,Z,見其它登記事項,台中市,南區,4,鋼筋混凝土造,,R5,2005/8/25 上午 12:00:00,999,210000,陽台,1.75,16424100,1,44
1741,A,住家用,台中市,南區,8,加強磚造,,R5,1978/7/25 上午 12:00:00,999,6000,,,7131620,1,13
1742,Z,見其它登記事項,台中市,南區,4,鋼筋混凝土造,10.28,R2,1997/9/25 上午 12:00:00,B2-B3,0,,,5197000,1,66
1743,A,住家用,台中市,南區,4,鋼筋混凝土造,9.74,R2,1994/1/6 上午 12:00:00,4,115000,陽台,3.32,4877150,1,13
1744,Z,見其它登記事項,台中市,南區,4,鋼筋混凝土造,13.34,R2,1995/11/30 上午 12:00:00,2,145000,陽台,2.66,5637350,1,72
1745,A,住家用,台中市,南區,4,鋼筋混凝土造,14.96,R2,1991/7/25 上午 12:00:00,7,128000,陽台,3.29,6877440,1,30
1746,A,住家用,台中市,南區,4,鋼筋混凝土造,9.32,R2,1997/9/25 上午 12:00:00,4,110000,陽台,2.38,3780800,1,45
1747,P,停車空間,台中市,南區,4,鋼筋混凝土造,10.67,R2,1995/4/29 上午 12:00:00,B3,0,,,5190000,1,12
1748,Z,見其它登記事項,台中市,南區,4,鋼筋混凝土造,13.05,R2,1995/6/23 上午 12:00:00,7,110000,其他,5.89,4900100,1,62
1749,A,住家用,台中市,南區,4,鋼筋混凝土造,2.98,R1,1983/5/5 上午 12:00:00,4,112000,陽台,0.44,3624320,1,70
1750,Z,見其它登記事項,台中市,南區,4,鋼筋混凝土造,12.14,R2,1995/5/25 上午 12:00:00,2,152000,其他,4.64,6085040,1,34
1751,A,住家用,台中市,南區,4,鋼筋混凝土造,17.28,R2,1998/10/15 上午 12:00:00,11,168000,陽台,4.53,8425040,1,47
1752,Z,見其它登記事項,台中市,南區,4,鋼筋混凝土造,12.06,R2,1996/12/11 上午 12:00:00,B2-B3,0,,,6069040,1,66
1753,Z,見其它登記事項,台中市,南區,4,鋼筋混凝土造,,R5,1999/8/3 上午 12:00:00,999,34000,其他,5.46,21366100,1,42
1754,A,住家用,台中市,南區,4,鋼筋混凝土造,12.06,R2,1996/12/11 上午 12:00:00,15,148000,其他,3.42,6069040,1,66
1755,A,住家用,台中市,南區,4,鋼筋混凝土造,5.21,R2,1998/9/30 上午 12:00:00,3,145000,陽台,1.36,3510450,1,30
1756,A,住家用,台中市,南區,4,鋼筋混凝土造,6.99,R2,1994/7/12 上午 12:00:00,7,132000,陽台,1.48,5076720,1,69
1757,A,住家用,台中市,南區,4,鋼筋混凝土造,,R1,1981/6/5 上午 12:00:00,B1,120000,,,3631200,1,63
1758,Z,見其它登記事項,台中市,南區,4,鋼筋混凝土造,12.06,R2,1996/12/11 上午 12:00:00,B2-B3,0,,,6069040,1,66
1759,A,住家用,台中市,南區,4,鋼筋混凝土造,12.06,R2,1996/12/11 上午 12:00:00,15,148000,其他,3.42,6069040,1,66
1760,A,住家用,台中市,南區,4,鋼筋混凝土造,11.6,R2,1996/12/11 上午 12:00:00,15,124000,其他,3.42,4833520,1,61
1761,Z,見其它登記事項,台中市,南區,4,鋼筋混凝土造,18.8,R2,1997/1/18 上午 12:00:00,1,122000,,,5762920,1,69
1762,A,住家用,台中市,南區,4,鋼筋混凝土造,8.58,R2,1994/7/11 上午 12:00:00,11,152000,其他,4.26,6588800,1,19
1763,A,住家用,台中市,南區,4,鋼筋混凝土造,1.98,R2,1993/3/31 上午 12:00:00,2,140000,陽台,3.69,4792400,1,19
1764,F,住商用,台中市,南區,4,鋼筋混凝土造,,R5,1990/4/18 上午 12:00:00,999,33500,其他,8.02,11198370,1,35
1765,A,住家用,台中市,南區,4,鋼筋混凝土造,10.67,R2,1995/4/29 上午 12:00:00,19,140000,其他,2.5,5190000,1,12
1766,Z,見其它登記事項,台中市,南區,4,鋼筋混凝土造,6.6,R2,1996/3/12 上午 12:00:00,15,169000,陽台,2.71,4285840,1,24
1767,A,住家用,台中市,南區,4,鋼筋混凝土造,11.53,R2,1997/4/18 上午 12:00:00,5,125000,陽台,4.8,5922500,1,39
1768,A,住家用,台中市,南區,4,鋼筋混凝土造,1.75,R1,1987/12/10 上午 12:00:00,3,110000,其他,3.04,3443000,1,44
1769,A,住家用,台中市,南區,4,鋼筋混凝土造,12.27,R2,1994/11/16 上午 12:00:00,2,130000,其他,2.96,5230300,1,49
1770,Z,見其它登記事項,台中市,南區,4,鋼筋混凝土造,,R5,2005/8/25 上午 12:00:00,999,210000,,,16424100,1,44
1771,A,住家用,台中市,南區,4,鋼筋混凝土造,13.2,R2,1994/5/12 上午 12:00:00,4,120000,陽台,4.08,5592400,1,29
1772,A,住家用,台中市,南區,4,鋼筋混凝土造,5.21,R2,1998/9/30 上午 12:00:00,3,145000,陽台,1.36,3510450,1,32
1773,Z,見其它登記事項,台中市,南區,4,鋼筋混凝土造,,R5,2005/8/25 上午 12:00:00,999,210000,,,16424100,1,44
1774,A,住家用,台中市,南區,4,鋼筋混凝土造,,R1,1981/6/5 上午 12:00:00,4,120000,,,3631200,1,63
1775,Z,見其它登記事項,台中市,南區,4,鋼筋混凝土造,13.05,R2,1995/6/23 上午 12:00:00,1,110000,其他,0.02,4900100,1,62
1776,A,住家用,台中市,南區,4,鋼筋混凝土造,,R5,2002/12/27 上午 12:00:00,999,38000,陽台,4.55,11808540,1,53
1777,A,住家用,台中市,南區,4,鋼筋混凝土造,9.74,R2,1992/2/21 上午 12:00:00,12,120000,陽台,3.5,4636000,1,56
1778,Z,見其它登記事項,台中市,南區,4,鋼筋混凝土造,,R5,2002/12/27 上午 12:00:00,999,37000,陽台,4.55,11757810,1,51
1779,A,住家用,台中市,南區,4,鋼筋混凝土造,8.43,R2,1996/10/4 上午 12:00:00,12,148000,其他,2.66,5719440,1,63
1780,A,住家用,台中市,南區,Z,見其它登記事項,,R5,1968/5/4 上午 12:00:00,999,1000,,,5717910,1,69
1781,F,住商用,台中市,南區,8,加強磚造,,R5,1980/3/4 上午 12:00:00,999,9000,,,9459440,1,51
1782,A,住家用,台中市,南區,4,鋼筋混凝土造,,R1,1982/10/7 上午 12:00:00,3,148000,陽台,2.17,3827280,1,70
1783,A,住家用,台中市,南區,4,鋼筋混凝土造,,R1,1985/12/31 上午 12:00:00,2,117000,陽台,2.17,2248740,1,36
1784,A,住家用,台中市,南區,4,鋼筋混凝土造,7.91,R2,1993/12/6 上午 12:00:00,6,160000,陽台,1,4380800,1,50
1785,Z,見其它登記事項,台中市,南區,4,鋼筋混凝土造,20.89,R2,1996/3/12 上午 12:00:00,14,165000,陽台,3.57,6914950,1,30
1786,A,住家用,台中市,南區,6,磚造,,R5,1967/7/14 上午 12:00:00,999,5000,,,9990100,1,12
1787,A,住家用,台中市,南區,4,鋼筋混凝土造,,R1,1985/12/31 上午 12:00:00,2,117000,陽台,2.17,2248740,1,58
1788,A,住家用,台中市,南區,4,鋼筋混凝土造,11.67,R2,1993/12/20 上午 12:00:00,9,115000,其他,4.89,4809100,1,63
1789,A,住家用,台中市,南區,4,鋼筋混凝土造,17.71,R2,1995/5/25 上午 12:00:00,3,135000,陽台,2.96,5907450,1,31
1790,A,住家用,台中市,南區,4,鋼筋混凝土造,10.25,R2,1994/4/20 上午 12:00:00,5,170000,陽台,3.78,7060500,1,67
1791,Z,見其它登記事項,台中市,南區,4,鋼筋混凝土造,,R5,2011/1/27 上午 12:00:00,999,46000,其他,7.03,17507160,1,47
1792,A,住家用,台中市,南區,4,鋼筋混凝土造,10.04,R2,1997/12/24 上午 12:00:00,8,130000,陽台,2.84,4207800,1,54
1793,A,住家用,台中市,南區,4,鋼筋混凝土造,10.28,R2,1997/9/25 上午 12:00:00,8,140000,陽台,2.45,5197000,1,66
1794,A,住家用,台中市,南區,4,鋼筋混凝土造,12.27,R2,1994/11/16 上午 12:00:00,2,130000,其他,2.96,5330300,1,48
1795,P,停車空間,台中市,南區,4,鋼筋混凝土造,12.42,R2,1998/9/30 上午 12:00:00,B1,0,,,6401300,1,59
1796,A,住家用,台中市,南區,4,鋼筋混凝土造,15.14,R2,1991/7/25 上午 12:00:00,12,145000,陽台,3.07,8273300,1,70
1797,A,住家用,台中市,南區,4,鋼筋混凝土造,18.8,R2,1997/1/18 上午 12:00:00,10,122000,其他,3.85,5762920,1,69
1798,F,住商用,台中市,西區,4,鋼筋混凝土造,,R5,1977/4/14 上午 12:00:00,999,5000,,,18103650,1,4
1799,A,住家用,台中市,西區,12,鋼筋混凝土加強磚造,,R1,1981/5/12 上午 12:00:00,2,135000,,,2952450,1,36
1800,F,住商用,台中市,西區,4,鋼筋混凝土造,,R1,1983/5/30 上午 12:00:00,1月2日,127000,陽台,2.67,15813370,1,18
1801,Z,見其它登記事項,台中市,西區,4,鋼筋混凝土造,,R1,1983/5/30 上午 12:00:00,B1,60000,,,15813370,1,18
1802,A,住家用,台中市,西區,4,鋼筋混凝土造,11.15,R2,1999/3/18 上午 12:00:00,14,100000,陽台,2.91,3647000,1,47
1803,A,住家用,台中市,西區,8,加強磚造,,R5,1971/9/18 上午 12:00:00,999,14000,,,13349980,1,16
1804,A,住家用,台中市,西區,4,鋼筋混凝土造,,R1,1984/1/20 上午 12:00:00,4,140000,陽台,2.34,3819200,1,58
1805,F,住商用,台中市,西區,4,鋼筋混凝土造,,R5,1976/4/1 上午 12:00:00,999,11000,陽台,7.08,44403480,1,19
1806,Z,見其它登記事項,台中市,西區,4,鋼筋混凝土造,,R5,2013/10/9 上午 12:00:00,999,56500,陽台,8.75,34093445,1,9
1807,F,住商用,台中市,西區,4,鋼筋混凝土造,,R5,1976/4/1 上午 12:00:00,999,10000,陽台,7.08,44299800,1,27
1808,A,住家用,台中市,西區,4,鋼筋混凝土造,10.65,R2,1995/1/13 上午 12:00:00,3,97000,其他,9.16,3773570,1,69
1809,A,住家用,台中市,西區,4,鋼筋混凝土造,7,R2,1998/10/2 上午 12:00:00,4,185000,陽台,3.43,6327000,1,32
1810,A,住家用,台中市,西區,4,鋼筋混凝土造,,R1,1983/5/30 上午 12:00:00,3,120000,陽台,2.67,15813370,1,18
1811,A,住家用,台中市,西區,4,鋼筋混凝土造,,R1,1982/7/12 上午 12:00:00,5,150000,陽台,3.18,8454000,1,43
1812,A,住家用,台中市,西區,4,鋼筋混凝土造,,R5,1965/12/30 上午 12:00:00,999,1000,,,12980660,1,48
1813,F,住商用,台中市,西區,4,鋼筋混凝土造,,R5,1980/6/27 上午 12:00:00,T,14000,,,14944160,1,15
1814,Z,見其它登記事項,台中市,西區,4,鋼筋混凝土造,7.68,R2,1996/4/15 上午 12:00:00,2,120000,其他,3.93,3964800,1,50
1815,A,住家用,台中市,西區,4,鋼筋混凝土造,4.19,R2,1984/8/13 上午 12:00:00,2,160000,陽台,3.24,5616000,1,28
1816,A,住家用,台中市,西區,4,鋼筋混凝土造,,R1,1978/6/28 上午 12:00:00,3,160000,,,3953600,1,29
1817,A,住家用,台中市,西區,4,鋼筋混凝土造,16.26,R2,1994/12/8 上午 12:00:00,12,176000,其他,5.74,10354400,1,49
1818,A,住家用,台中市,西區,4,鋼筋混凝土造,,R5,1990/11/23 上午 12:00:00,999,26000,其他,12.73,12060320,1,31
1819,A,住家用,台中市,西區,4,鋼筋混凝土造,,R1,1983/5/30 上午 12:00:00,4,120000,陽台,2.67,15813370,1,18
1820,A,住家用,台中市,西區,4,鋼筋混凝土造,16.36,R2,1996/11/1 上午 12:00:00,9,150000,陽台,0.78,7326000,1,55
1821,A,住家用,台中市,西區,4,鋼筋混凝土造,,R1,1982/7/12 上午 12:00:00,2,150000,陽台,3.18,8454000,1,43
1822,A,住家用,台中市,西區,4,鋼筋混凝土造,,R5,1976/5/31 上午 12:00:00,999,6000,,,20160160,1,31
1823,A,住家用,台中市,西區,8,加強磚造,,R5,1971/2/24 上午 12:00:00,999,1000,,,11231260,1,38
1824,A,住家用,台中市,西區,8,加強磚造,,R5,1968/4/29 上午 12:00:00,999,1000,,,9915640,1,33
1825,A,住家用,台中市,西區,4,鋼筋混凝土造,,R5,1990/11/23 上午 12:00:00,999,25000,其他,12.73,13962000,1,27
1826,A,住家用,台中市,西區,4,鋼筋混凝土造,7.44,R2,1985/9/13 上午 12:00:00,4,160000,陽台,3.46,5612800,1,37
1827,A,住家用,台中市,西區,4,鋼筋混凝土造,,R5,1990/11/23 上午 12:00:00,999,27000,其他,12.73,12638640,1,30
1828,F,住商用,台中市,西區,4,鋼筋混凝土造,,R5,1976/4/1 上午 12:00:00,999,11000,陽台,7.08,44403480,1,14
1829,Z,見其它登記事項,台中市,西區,4,鋼筋混凝土造,,R1,1977/7/27 上午 12:00:00,5,158000,,,3295880,1,70
1830,A,住家用,台中市,西區,8,加強磚造,,R5,1971/2/24 上午 12:00:00,999,1000,,,11231260,1,39
1831,B,商業用,台中市,西區,4,鋼筋混凝土造,10.65,R2,1995/1/13 上午 12:00:00,B1,97000,,,3773570,1,69
1832,A,住家用,台中市,西區,4,鋼筋混凝土造,,R1,1983/5/30 上午 12:00:00,5,120000,陽台,2.67,15813370,1,18
1833,F,住商用,台中市,北區,11,鋼骨鋼筋混凝土造,,R5,2006/11/23 上午 12:00:00,999,56700,,,23104031,1,70
1834,A,住家用,台中市,北區,4,鋼筋混凝土造,,R5,1983/8/24 上午 12:00:00,999,24100,陽台,4.59,16718166,1,16
1835,A,住家用,台中市,北區,8,加強磚造,,R5,1968/10/29 上午 12:00:00,999,0,,,41454260,1,30
1836,A,住家用,台中市,北區,4,鋼筋混凝土造,18.22,R2,1990/10/24 上午 12:00:00,8,140000,其他,5.22,8008400,1,62
1837,B,商業用,台中市,北區,4,鋼筋混凝土造,18.08,R2,1996/8/28 上午 12:00:00,B2,0,,,7445950,1,54
1838,A,住家用,台中市,北區,4,鋼筋混凝土造,,R1,1986/2/4 上午 12:00:00,5,126000,陽台,2.66,3443580,1,42
1839,A,住家用,台中市,北區,4,鋼筋混凝土造,,R5,1989/4/1 上午 12:00:00,999,23000,其他,31.15,28682560,1,33
1840,A,住家用,台中市,北區,12,鋼筋混凝土加強磚造,,R5,1976/2/24 上午 12:00:00,999,5000,,,11433500,1,47
1841,Z,見其它登記事項,台中市,北區,10,鋼骨混凝土造,,R5,2015/10/14 上午 12:00:00,999,49000,陽台,6.69,41454260,1,30
1842,F,住商用,台中市,北區,4,鋼筋混凝土造,11.78,B2,1993/6/19 上午 12:00:00,1月2日,150000,陽台,4.75,7340000,1,42
1843,A,住家用,台中市,北區,4,鋼筋混凝土造,18.08,R2,1996/8/28 上午 12:00:00,15,147000,陽台,4.15,7445950,1,54
1844,A,住家用,台中市,北區,4,鋼筋混凝土造,7.22,R2,2000/2/19 上午 12:00:00,11,176000,陽台,2.67,5044160,1,70
1845,A,住家用,台中市,北區,8,加強磚造,,R5,1968/10/29 上午 12:00:00,999,0,,,41454260,1,30
1846,L,國民住宅,台中市,北區,4,鋼筋混凝土造,8.79,R2,1993/8/6 上午 12:00:00,6,160000,陽台,1.15,4980800,1,37
1847,A,住家用,台中市,北區,4,鋼筋混凝土造,0.75,R1,1980/5/23 上午 12:00:00,2,140000,,,3634400,1,36
1848,A,住家用,台中市,北區,4,鋼筋混凝土造,1.59,R1,1980/5/23 上午 12:00:00,1,136000,,,3759040,1,18
1849,A,住家用,台中市,北區,4,鋼筋混凝土造,2.77,R1,1986/8/14 上午 12:00:00,3,120000,陽台,1.73,3550800,1,59
1850,A,住家用,台中市,北區,4,鋼筋混凝土造,28.76,R2,1995/12/15 上午 12:00:00,16,140000,陽台,6.59,11026600,1,34
1851,A,住家用,台中市,北區,4,鋼筋混凝土造,10.95,R5,1989/6/26 上午 12:00:00,999,,其他,7.56,12735600,1,36
1852,A,住家用,台中市,北區,4,鋼筋混凝土造,,R1,1981/10/21 上午 12:00:00,1-B1,416000,,,14551680,1,66
1853,B,商業用,台中市,北區,4,鋼筋混凝土造,18.08,R2,1996/8/28 上午 12:00:00,B2,0,,,7445950,1,54
1854,Z,見其它登記事項,台中市,北區,10,鋼骨混凝土造,,R5,2015/10/14 上午 12:00:00,999,49000,陽台,6.69,41454260,1,30
1855,A,住家用,台中市,北區,4,鋼筋混凝土造,12.78,R2,1999/6/16 上午 12:00:00,6,170000,陽台,2.29,4901000,1,65
1856,A,住家用,台中市,北區,4,鋼筋混凝土造,2.77,R1,1987/3/19 上午 12:00:00,2,120000,陽台,2.65,3894000,1,68
1857,A,住家用,台中市,北區,4,鋼筋混凝土造,10.34,R2,1995/6/8 上午 12:00:00,8,147000,陽台,2.17,5464230,1,68
1858,A,住家用,台中市,北區,4,鋼筋混凝土造,10.34,R2,1995/6/8 上午 12:00:00,3,147000,其他,3.23,5464230,1,68
1859,A,住家用,台中市,北區,8,加強磚造,,R5,1968/10/29 上午 12:00:00,999,0,,,41454260,1,30
1860,A,住家用,台中市,北區,4,鋼筋混凝土造,16.16,R2,1995/3/8 上午 12:00:00,3,160000,陽台,2.85,5186400,1,58
1861,A,住家用,台中市,北區,4,鋼筋混凝土造,,R1,1985/5/10 上午 12:00:00,1,170000,其他,1.59,3597200,1,29
1862,A,住家用,台中市,北區,4,鋼筋混凝土造,5.05,R2,1993/11/23 上午 12:00:00,4,142000,陽台,3.03,4700200,1,75
1863,P,停車空間,台中市,北區,4,鋼筋混凝土造,12.47,R2,1991/5/28 上午 12:00:00,B1-B2,0,,,13521320,1,26
1864,A,住家用,台中市,北區,4,鋼筋混凝土造,14.19,R2,1994/3/3 上午 12:00:00,3,152000,陽台,3.35,7676320,1,70
1865,A,住家用,台中市,北區,4,鋼筋混凝土造,1.4,R1,1993/4/27 上午 12:00:00,3,157000,其他,3.26,4380300,1,28
1866,B,商業用,台中市,北區,4,鋼筋混凝土造,3.12,R1,1984/7/5 上午 12:00:00,1,136000,其他,2.07,3068160,1,40
1867,A,住家用,台中市,北區,4,鋼筋混凝土造,12.47,R2,1991/5/28 上午 12:00:00,8月9日,164000,其他,18.31,13521320,1,26
1868,A,住家用,台中市,北區,4,鋼筋混凝土造,18.08,R2,1996/8/28 上午 12:00:00,15,147000,陽台,4.15,7445950,1,54
1869,Z,見其它登記事項,台中市,北區,10,鋼骨混凝土造,,R5,2015/10/14 上午 12:00:00,999,49000,陽台,6.69,41454260,1,30
1870,A,住家用,台中市,西屯區,4,鋼筋混凝土造,3.34,R2,1992/2/29 上午 12:00:00,7,140000,陽台,2.51,4996600,1,70
1871,A,住家用,台中市,西屯區,4,鋼筋混凝土造,6.05,R2,1992/2/14 上午 12:00:00,3,137000,陽台,2.84,4079860,1,40
1872,F,住商用,台中市,西屯區,8,加強磚造,,R5,1980/7/24 上午 12:00:00,999,8000,,,8124160,1,58
1873,L,國民住宅,台中市,西屯區,4,鋼筋混凝土造,15.06,R2,1996/6/15 上午 12:00:00,11,130000,其他,2.99,5161000,1,45
1874,A,住家用,台中市,西屯區,4,鋼筋混凝土造,21.2,R2,2000/3/24 上午 12:00:00,14,200000,其他,3.4,11990000,1,42
1875,A,住家用,台中市,西屯區,4,鋼筋混凝土造,21.24,R2,2000/3/24 上午 12:00:00,4,190000,其他,3.52,11410900,1,23
1876,A,住家用,台中市,西屯區,4,鋼筋混凝土造,2.54,R1,1989/5/27 上午 12:00:00,3,140000,陽台,1.09,2914800,1,23
1877,A,住家用,台中市,西屯區,4,鋼筋混凝土造,6.05,R2,1992/2/14 上午 12:00:00,3,137000,陽台,2.84,4079860,1,40
1878,B,商業用,台中市,西屯區,4,鋼筋混凝土造,5.12,R2,1991/2/13 上午 12:00:00,1-B1,140000,,,5419400,1,48
1879,P,停車空間,台中市,西屯區,4,鋼筋混凝土造,8.43,R2,1992/5/28 上午 12:00:00,B3,185000,,,9873450,1,53
1880,A,住家用,台中市,西屯區,4,鋼筋混凝土造,51.22,R2,2016/11/30 上午 12:00:00,16,370000,陽台,6.74,34394500,1,59
1881,F,住商用,台中市,西屯區,8,加強磚造,,R5,1979/1/22 上午 12:00:00,999,7000,,,18983480,1,24
1882,B,商業用,台中市,西屯區,4,鋼筋混凝土造,4.97,R2,1993/8/30 上午 12:00:00,B2,0,,,5679200,1,67
1883,F,住商用,台中市,西屯區,8,加強磚造,,R5,1978/8/25 上午 12:00:00,999,7000,,,18072300,1,47
1884,Z,見其它登記事項,台中市,西屯區,4,鋼筋混凝土造,,R5,2004/9/10 上午 12:00:00,999,39000,其他,3.86,12770930,1,42
1885,A,住家用,台中市,西屯區,4,鋼筋混凝土造,11.08,R2,1998/6/19 上午 12:00:00,4,192000,陽台,3.4,7020320,1,44
1886,A,住家用,台中市,西屯區,4,鋼筋混凝土造,6.37,R2,1994/12/6 上午 12:00:00,8,190000,其他,4.24,6191000,1,21
1887,F,住商用,台中市,西屯區,8,加強磚造,,R5,1984/11/16 上午 12:00:00,999,13000,其他,3.34,16759030,1,28
1888,F,住商用,台中市,西屯區,4,鋼筋混凝土造,,R5,1982/12/24 上午 12:00:00,999,15000,陽台,4.91,21121100,1,22
1889,F,住商用,台中市,西屯區,4,鋼筋混凝土造,20.96,B2,2006/6/15 上午 12:00:00,999,323000,其他,1.53,22549910,1,40
1890,A,住家用,台中市,西屯區,4,鋼筋混凝土造,12.6,R5,2003/9/24 上午 12:00:00,999,206000,其他,5.84,16869340,1,29
1891,Z,見其它登記事項,台中市,西屯區,4,鋼筋混凝土造,,R5,2016/1/29 上午 12:00:00,999,51000,陽台,14.72,61787040,1,4
1892,A,住家用,台中市,西屯區,4,鋼筋混凝土造,6.66,R1,1990/11/6 上午 12:00:00,4,105000,陽台,2.76,4201050,1,42
1893,A,住家用,台中市,西屯區,4,鋼筋混凝土造,20.58,R2,2009/8/13 上午 12:00:00,10,305000,其他,3.36,11290500,1,75
1894,A,住家用,台中市,西屯區,4,鋼筋混凝土造,2.64,R5,2004/8/11 上午 12:00:00,999,40000,其他,10.41,15271600,1,8
1895,A,住家用,台中市,西屯區,4,鋼筋混凝土造,2.43,R2,1991/10/3 上午 12:00:00,5,150000,陽台,5.53,7132000,1,69
1896,Z,見其它登記事項,台中市,西屯區,4,鋼筋混凝土造,8.41,R2,1991/4/19 上午 12:00:00,B1-B2,,,,10838400,1,63
1897,F,住商用,台中市,西屯區,8,加強磚造,,R5,1985/6/8 上午 12:00:00,999,14000,其他,2.26,11886560,1,29
1898,A,住家用,台中市,西屯區,4,鋼筋混凝土造,6.36,R2,1993/9/16 上午 12:00:00,9,160000,其他,2.86,6192000,1,35
1899,Z,見其它登記事項,台中市,西屯區,4,鋼筋混凝土造,1.24,R5,2001/12/27 上午 12:00:00,999,35000,其他,3.19,15502250,1,70
1900,A,住家用,台中市,西屯區,4,鋼筋混凝土造,18.27,R2,2003/12/25 上午 12:00:00,12,260000,其他,3.18,11885400,1,60
1901,A,住家用,台中市,西屯區,4,鋼筋混凝土造,13.15,R2,1994/6/28 上午 12:00:00,11,160000,陽台,3.81,7672000,1,50
1902,A,住家用,台中市,西屯區,4,鋼筋混凝土造,11.08,R2,1998/6/19 上午 12:00:00,4,192000,陽台,3.4,7020320,1,44
1903,A,住家用,台中市,西屯區,4,鋼筋混凝土造,9.08,R2,1993/3/2 上午 12:00:00,1,155000,其他,2.55,5247650,1,21
1904,A,住家用,台中市,西屯區,4,鋼筋混凝土造,40.05,R2,2011/1/21 上午 12:00:00,21,260000,其他,7.79,25152600,1,33
1905,A,住家用,台中市,西屯區,4,鋼筋混凝土造,16.9,R2,1997/11/21 上午 12:00:00,5,160000,陽台,2.16,7064000,1,30
